Date,Open,High,Low,Close,Adj Close,Volume
2006-05-05,51.279999,51.279999,51.160000,51.189999,39.368210,1000
2006-05-08,50.610001,51.189999,50.470001,51.189999,39.368210,9300
2006-05-09,51.049999,51.599998,51.049999,51.369999,39.506645,37400
2006-05-10,51.200001,52.009998,51.000000,51.880001,39.898869,8600
2006-05-11,52.450001,52.630001,51.349998,51.459999,39.575851,20600
2006-05-12,50.900002,50.900002,49.419998,49.450001,38.030048,38400
2006-05-15,48.279999,48.360001,47.500000,48.049999,36.953350,32300
2006-05-16,48.299999,48.330002,47.810001,48.139999,37.022579,75300
2006-05-17,48.049999,48.130001,46.700001,46.900002,36.068947,4900
2006-05-18,47.000000,47.000000,46.000000,46.000000,35.376789,93100
2006-05-19,45.700001,46.349998,45.110001,46.279999,35.592117,57800
2006-05-22,45.250000,45.310001,44.430000,45.279999,34.823074,5900
2006-05-23,46.799999,47.220001,45.619999,45.619999,35.084549,59600
2006-05-24,45.200001,46.000000,44.180000,45.000000,34.607727,36000
2006-05-25,45.900002,46.680000,45.549999,46.419998,35.699795,12300
2006-05-26,46.669998,47.130001,46.580002,46.869999,36.045879,27600
2006-05-30,47.500000,47.500000,46.150002,46.150002,35.492142,2000
2006-05-31,46.750000,47.480000,46.419998,47.470001,36.507301,2600
2006-06-01,46.849998,48.000000,46.849998,47.590000,36.599586,8400
2006-06-02,48.200001,48.330002,47.849998,48.330002,37.168713,4800
2006-06-05,48.950001,48.950001,46.669998,46.669998,35.892056,4800
2006-06-06,47.020000,47.070000,46.509998,46.790001,35.984356,6800
2006-06-07,46.299999,46.349998,45.000000,45.000000,34.607727,5000
2006-06-08,44.400002,45.270000,43.299999,45.250000,34.800007,9400
2006-06-09,45.279999,45.740002,44.740002,44.740002,34.407780,7000
2006-06-12,44.500000,44.500000,43.750000,43.750000,33.646400,5700
2006-06-13,43.299999,43.299999,41.919998,42.049999,32.339008,31700
2006-06-14,42.500000,43.529999,42.500000,43.430000,33.400299,65500
2006-06-15,43.529999,45.450001,43.529999,45.279999,34.823074,15500
2006-06-16,45.250000,45.500000,44.320000,45.450001,34.953793,11000
2006-06-19,45.299999,45.299999,43.389999,43.490002,33.446434,15500
2006-06-20,43.950001,44.200001,43.259998,43.320000,33.315712,32900
2006-06-21,44.020000,44.779999,43.680000,44.389999,34.138588,33100
2006-06-22,44.299999,44.790001,44.299999,44.790001,34.465645,2200
2006-06-23,46.509998,47.160000,46.509998,46.889999,36.081570,23100
2006-06-26,46.849998,47.369999,46.340000,47.330002,36.420143,13900
2006-06-27,47.650002,47.939999,47.320000,47.380001,36.458630,19000
2006-06-28,47.599998,48.200001,47.549999,48.060001,36.981869,5600
2006-06-29,48.930000,49.430000,48.730000,49.430000,38.036083,51700
2006-06-30,49.799999,50.049999,49.369999,50.049999,38.513157,210300
2006-07-03,50.349998,50.750000,50.349998,50.660000,38.982555,13000
2006-07-05,50.299999,50.529999,49.630001,50.520000,38.874832,8200
2006-07-06,50.500000,50.560001,50.009998,50.230000,38.651680,11000
2006-07-07,50.599998,50.730000,49.430000,49.439999,38.043781,4500
2006-07-10,49.330002,49.790001,49.139999,49.419998,38.028397,10700
2006-07-11,49.900002,49.930000,49.349998,49.930000,38.420822,15400
2006-07-12,50.139999,50.139999,49.450001,49.529999,38.113033,25000
2006-07-13,49.610001,49.650002,48.889999,48.990002,37.697498,29700
2006-07-14,49.290001,49.299999,48.410000,49.299999,37.936047,42000
2006-07-17,48.950001,48.950001,47.500000,47.840000,36.812595,21700
2006-07-18,48.500000,48.529999,47.349998,48.090000,37.004959,13400
2006-07-19,48.299999,48.639999,47.869999,48.529999,37.343540,14000
