,DATE,PRICE,Volume,RETURN_1,RETURN_5,RETURN_10,RETURN_21
0,2006-05-05,51.189999,1000,0.0,-0.03399097546378149,-0.09591717319627224,-0.0859542505558557
1,2006-05-08,51.189999,9300,0.0035163118483358957,-0.06134010668763645,-0.11545223902036028,-0.12092203791603906
2,2006-05-09,51.369999,37400,0.009928012651898133,-0.06287716688489708,-0.11193303702419777,-0.11913566515740048
3,2006-05-10,51.880001,8600,-0.008095643637323735,-0.09599072675422649,-0.1326137406974992,-0.13762526720074664
4,2006-05-11,51.459999,20600,-0.039059425554983096,-0.10610180929074642,-0.09794016902332248,-0.14982509035804692
5,2006-05-12,49.450001,38400,-0.028311465554874293,-0.06410519587249364,-0.05217395243328715,-0.14964614459765124
6,2006-05-15,48.049999,32300,0.0018730489463694155,-0.05764828423825785,-0.03954208198838882,-0.09614982510197345
7,2006-05-16,48.139999,75300,-0.025758143451561022,-0.052347321403143465,-0.013917698668834633,-0.05941005524325016
8,2006-05-17,46.900002,4900,-0.019189807284016758,-0.040511767995233816,0.0147121102468184,-0.03091686435322538
9,2006-05-18,46.0,93100,0.006086934782608688,0.009130391304347896,0.05065221739130443,-0.054565173913043497
10,2006-05-19,46.279999,57800,-0.02160760634415748,0.012748487743053039,0.008426944866615216,-0.06395849317109958
11,2006-05-22,45.279999,5900,0.007508834088092664,0.019213847597479017,0.03334810144320022,-0.01965547746588936
12,2006-05-23,45.619999,59600,-0.013590508846788918,0.04055243403227604,-0.013590508846788918,-0.01819373121862633
13,2006-05-24,45.0,36000,0.03155551111111121,0.05755555555555558,0.005555555555555536,0.04199997777777775
14,2006-05-25,46.419998,12300,0.009694119331931095,0.04114614567626651,-0.03619121224434352,0.01960370614406326
15,2006-05-26,46.869999,27600,-0.015361574895702446,-0.0042671432529793885,-0.0665670805753591,0.010881203560512143
16,2006-05-30,46.150002,2000,0.02860236062394983,0.01386780004906596,-0.08884079788338906,0.04138675876980469
17,2006-05-31,47.470001,2600,0.0025278912465158676,-0.05203288283056917,-0.08510640225181376,0.041289213370776956
18,2006-06-01,47.59,8400,0.015549527211599079,-0.04916999369615471,-0.048539630174406545,0.05169151082160117
19,2006-06-02,48.330002,4800,-0.03434727770133339,-0.07428098182160237,-0.05959033479866194,0.04821017801737315
20,2006-06-05,46.669998,4800,0.002571309302391578,-0.06256691933005865,-0.06813790735538494,0.08249415395303861
21,2006-06-06,46.790001,6800,-0.03825605816935107,-0.10130373795033676,-0.07416116533102868,0.07351995995896643
22,2006-06-07,45.0,5000,0.005555555555555536,-0.03488888888888886,-0.013555577777777716,0.0986666444444444
23,2006-06-08,45.25,9400,-0.011270674033149186,0.000662961325966771,-0.010165723756906164,0.09215465193370176
24,2006-06-09,44.740002,7000,-0.02212789351238731,0.015869444976779556,0.04805536217901829,0.11600352632974853
25,2006-06-12,43.75,5700,-0.03885716571428577,-0.005942811428571448,0.08182861714285705,0.13211426285714278
26,2006-06-13,42.049999,31700,0.032818098283426744,0.03020216480861282,0.12675391502387434,0.16504169239100341
27,2006-06-14,43.43,65500,0.04259725995855401,0.022104513009440607,0.10660835827768822,0.13516000460511157
28,2006-06-15,45.279999,15500,0.003754461213658633,-0.010821510839697623,0.09165196757181926,0.05653712580691539
29,2006-06-16,45.450001,11000,-0.04312428948021374,0.031683123615332764,0.10121007478085642,0.0580857853006429
30,2006-06-19,43.490002,15500,-0.003908990392780365,0.08829615597626339,0.16486543274934773,0.11588863573747354
31,2006-06-20,43.32,32900,0.024699884579870712,0.09372116805170827,0.16620498614958445,0.09903049399815322
32,2006-06-21,44.389999,33100,0.009011083780380291,0.08267632535878167,0.1315611879153229,0.05631899203241697
33,2006-06-22,44.790001,2200,0.04688541980608596,0.10359452771613031,0.1038177695061897,0.08126811606903073
34,2006-06-23,46.889999,23100,0.009383728073869113,0.06739176940481473,0.05395604721595326,0.053529602335884
35,2006-06-26,47.330002,13900,0.0010563912505221484,0.0703570221695744,0.05493340143953507,0.07246980467061892
36,2006-06-27,47.380001,19000,0.014352046974418498,0.06627266639356977,0.04537775336897942,0.058252383743090386
37,2006-06-28,48.060001,5600,0.028506012723553686,0.045151871719686376,0.019350831890327935,0.05160216288801145
38,2006-06-29,49.43,51700,0.012542969856362607,0.00020228606109640168,-0.0026300020230629606,0.0459235484523568
39,2006-06-30,50.049999,210300,0.012187832411345134,-0.012587432818929711,-0.04415582505805837,0.0347652754198855
40,2006-07-03,50.66,13000,-0.0027635215159887982,-0.014409790761942265,-0.0507303592577969,0.021515988945914
41,2006-07-05,50.52,8200,-0.00574030087094235,-0.01959621931908173,-0.039390360253365175,0.017418883610451186
42,2006-07-06,50.23,11000,-0.01572767270555442,-0.02468640254827792,-0.05216004379852679,0.012542325303603441
43,2006-07-07,49.439999,4500,-0.00040455097905645054,-0.002831715267631818,-0.05157767094615029,0.03539644084539728
44,2006-07-10,49.419998,10700,0.01031974950707193,-0.03197082282358643,-0.02003233589770681,0.033387334414703984
45,2006-07-11,49.93,15400,-0.008011235730022048,-0.03685159222912071,-0.010614820749048626,0.033647125976366876
46,2006-07-12,49.529999,25000,-0.010902422994193861,-0.02018978437693897,0.02483341459385069,0.0240258837881262
47,2006-07-13,48.990002,29700,0.00632776050917494,-0.02816903334684495,0.023474116208446194,0.03184317077594745
48,2006-07-14,49.299999,42000,-0.029614584779200426,-0.04888438233031189,0.025152170895581527,0.0010141785195574293
49,2006-07-17,47.84,21700,0.005225752508361214,0.012332775919732253,0.08068563963210695,0.039715760869565075
