,DATE,PRICE,Volume,RETURN_1,RETURN_5,RETURN_10,RETURN_21
2360,2014-02-13,121.0,99800,0.013966958677686048,0.01966939669421497,0.0354545537190083,0.02768593388429741
2361,2014-02-14,122.690002,101400,0.005053353899203472,0.022251169251753744,0.015404678206786482,0.022495679802825297
2362,2014-02-18,123.309998,144700,-0.0007298434957399014,0.015976003827361973,0.021652786013345082,0.00900170317089799
2363,2014-02-19,123.220001,120400,0.007141673371679369,0.010712546577564153,0.011605266907926737,0.014607985598052542
2364,2014-02-20,124.099998,93700,-0.005801780915419497,0.00378728450906185,0.01079777616112465,0.011281241116539054
2365,2014-02-21,123.379997,93700,0.016534292831924757,0.015480661747787172,0.018722686465943106,0.014264889307786355
2366,2014-02-24,125.419998,1284800,-0.0011162414465992754,-0.00669746462601617,0.00422579340178264,0.0059799076061219925
2367,2014-02-25,125.279999,208200,-0.005906752920711633,0.005587516008840332,-0.007662827328087762,0.0027139527675124064
2368,2014-02-26,124.540001,111700,0.00024087843069775516,0.0008832583837863339,-0.0007226914989345579,0.01798617297265004
2369,2014-02-27,124.57,121800,0.005779890824436196,0.006984041101388838,-0.010917564421610293,0.030504896845147345
2370,2014-02-28,125.290001,136900,-0.005666844874556376,0.003192601139814899,-0.013807989354234329,0.024902250579437624
2371,2014-03-03,124.580002,178800,0.011237766716362785,0.010996909439767055,-0.0018462353211392557,0.036602961364537334
2372,2014-03-04,125.980003,104400,-0.010557238992921714,-0.013176718212969063,-0.0042070645132465945,0.029131536058147223
2373,2014-03-05,124.650002,129800,0.006337745586237675,-0.001604532665791747,-0.0018451985263505666,0.04420378589324048
2374,2014-03-06,125.440002,101600,0.0019929846621016267,-0.017777447101762767,-0.0033482540920239945,0.0334821184074916
2375,2014-03-07,125.690002,107600,0.0020685416171764004,-0.016946487119954168,-0.001511671548863558,0.015434759878514503
2376,2014-03-10,125.949997,94800,-0.012941619998609433,-0.012703446114413097,-0.0064311077355563295,0.02373961946184089
2377,2014-03-11,124.32,95100,0.0010456644144143379,0.009089422458172569,0.014880936293436342,0.043275394144144164
2378,2014-03-12,124.449997,105800,-0.009963825069437271,-0.00024105263738971594,0.009401414449210499,0.027641639878866364
2379,2014-03-13,123.209999,136300,0.0028406704231853652,0.014690349928498936,0.028974921101979856,0.035305568016440025
2380,2014-03-14,123.559998,119900,0.006393655007990606,0.01570089050988832,0.038928432161353665,0.045483935666622566
2381,2014-03-17,124.349998,103700,0.00884599129627639,0.006353043930085178,0.03264982762605251,0.05178926500666292
2382,2014-03-18,125.449997,84600,-0.008210434632373809,0.005739346490378994,0.029414125852868622,0.055639666535822974
2383,2014-03-19,124.419998,104700,0.004822367864047106,0.00964479198914625,0.04203501112417629,0.07394307304200387
2384,2014-03-20,125.019997,108200,0.003839409786579928,0.01407776389564308,0.04111347883011063,0.07542793334093578
2385,2014-03-21,125.5,102200,-0.002868533864541778,0.02286848605577685,0.03298803984063725,0.06932268525896412
2386,2014-03-24,125.139999,175000,0.008230773599414931,0.02613077374245454,0.019897698736596636,0.07711358540125923
2387,2014-03-25,126.169998,110900,-0.0043591583476129125,0.023539676999915438,0.02195453787674606,0.06744864179200505
2388,2014-03-26,125.620003,109600,0.009234166313465186,0.032080806430166975,0.03247885609427992,0.0664702897674665
2389,2014-03-27,126.779999,94700,0.012541378865289277,0.026660396171796608,0.008755324252684327,0.05876318866353669
2390,2014-03-28,128.369995,103700,0.00031166940529980813,0.009893308790734245,-0.0063098623630856165,0.050479171554069335
2391,2014-03-31,128.410004,146000,0.005684876390160465,-0.006074347603010621,0.005996331874579042,0.050696937911473006
2392,2014-04-01,129.139999,110400,0.003949163728892424,-0.001548683611186874,0.012776784983558942,0.04003406411672672
2393,2014-04-02,129.649994,138900,0.003933744879309309,0.00038567684006229896,0.021442338053637044,0.04003086957335311
2394,2014-04-03,130.160004,86500,-0.003995121266283874,-0.01744011163367809,0.026582597523583384,0.04064223138776191
2395,2014-04-04,129.639999,113500,-0.015504489474733707,-0.01604443856868587,0.037102730924889915,0.04543350852694794
2396,2014-04-07,127.629997,142300,0.010264083920647593,0.012144449082765352,0.051476926697725967,0.06973283874636471
2397,2014-04-08,128.940002,107500,0.005894175494118636,0.014347688624977817,0.04536986900310436,0.043120815214505726
2398,2014-04-09,129.699997,205700,-0.01395526632124744,0.0210485432779155,0.03839626919960537,0.03708556755016734
2399,2014-04-10,127.889999,97300,-0.002580350321216396,0.04480409762142523,0.0475408714328005,0.05809686494719579
2400,2014-04-11,127.559998,75300,0.012699866928502113,0.05401379043608956,0.05228910398697262,0.06459709257756496
2401,2014-04-14,129.179993,92800,0.012463230277462545,0.03886053779241183,0.043892346394538206,0.05132377581101122
2402,2014-04-15,130.789993,276700,0.012539185624086624,0.030583379570943148,0.03157737763622315,0.025995941447905624
2403,2014-04-16,132.429993,133100,0.008985894909773195,0.016990108879640253,0.014196217619674822,0.010798218497225287
2404,2014-04-17,133.619995,121100,0.006211660163585542,0.0026194133595052183,0.009130377530698341,0.0052388267190102145
2405,2014-04-21,134.449997,178600,-0.0018594273378823578,-0.0016363034950458433,0.007437709351529431,-0.0035700707378967245
2406,2014-04-22,134.199997,132500,0.004396393540903043,0.004843584310959548,0.009910596346734746,0.010059657452898607
2407,2014-04-23,134.789993,112800,-0.0008160843216307168,0.00096450038394158,0.01290901469221084,0.0040062988949038925
2408,2014-04-24,134.679993,100100,-0.0052716961456925615,-0.0027472157650022533,-0.0013364494309113795,0.0033413426150090686
2409,2014-04-25,133.970001,132800,0.0019406956636509598,0.0064939538217962944,0.004030708337458444,0.010673979169411263
2410,2014-04-28,134.229996,153000,0.004619012280980828,0.009088885020900994,0.008120472565610548,0.010876898186005901
2411,2014-04-29,134.850006,240400,0.0005190359427940106,0.005042587836443957,0.007044842104048543,0.014238026804388904
2412,2014-04-30,134.919998,172500,-0.0045211978138332,0.011933004920441803,0.00659650172838,0.012822383824820482
2413,2014-05-01,134.309998,277400,0.003946080023022658,0.0014146526902636403,-0.0008934256703660992,0.014816506809865349
2414,2014-05-02,134.839996,252400,0.0045238877046538395,-0.0024473524902804966,-0.007267836169321806,0.014684152022668373
2415,2014-05-05,135.449997,113100,0.0005906386251157691,-0.0009596899437361861,-0.00834248818772576,0.009597659865581365
2416,2014-05-06,135.529999,120500,0.007378440252183482,0.0019922083818506575,-0.01151035203652595,0.014904478823171807
2417,2014-05-07,136.529999,135000,-0.014868519848154405,-0.005273573612199267,-0.007177880371917356,0.016553094679214064
2418,2014-05-08,134.5,127400,7.431226765808319e-05,-0.002304817843866269,0.006171018587360688,0.033234208178438696
2419,2014-05-09,134.509995,89200,0.006021946547540846,-0.004832310045063903,0.004609397242190116,0.03159616502847995
2420,2014-05-12,135.320007,177200,0.0035471177591648306,-0.0073898902473452655,0.0005910951512142493,0.02941173362487337
2421,2014-05-13,135.800003,85300,7.360088202656989e-05,-0.013475713988018168,-0.0008100220734164054,0.029823290946466408
2422,2014-05-14,135.809998,174500,-0.011928400146210216,-0.001914402502236956,0.007068743201071204,0.039982380384100846
2423,2014-05-15,134.190002,110500,-0.002459207057765589,0.008495416819503498,0.018332155625126134,0.057604857923766906
2424,2014-05-16,133.860001,77100,0.003436470914115697,0.00948755409018709,0.018228014207171572,0.058942170484519885
2425,2014-05-19,134.320007,106500,-0.0026057622227492194,0.00804040309497589,0.018612268237895524,0.06328171200884469
2426,2014-05-20,133.970001,338600,0.011793699994075535,0.012838702598800378,0.02075090676456748,0.07322533348342675
2427,2014-05-21,135.550003,61700,-0.0016230246782067415,0.00900037604573134,0.014754702735048975,0.07074877010515435
2428,2014-05-22,135.330002,91000,-0.0014778467231530978,0.009753875567074743,0.025567065313425452,0.075888597119802
2429,2014-05-23,135.130005,83600,0.0019979944498631497,0.008658313895570258,0.028417049196438615,0.054835992938799816
2430,2014-05-27,135.399994,128100,0.0021418612470545106,0.010487541085120178,0.024815370375865786,0.06056139116224779
2431,2014-05-28,135.690002,93800,0.00795933365820134,0.00781190938445131,0.026604767829541354,0.059326427012655
2432,2014-05-29,136.770004,72400,-0.000877458481320259,0.005702997566630286,0.02251957234716473,0.05132696347658228
2433,2014-05-30,136.649994,60100,-0.0025612222127137096,0.01566043976555176,0.03358954410199244,0.053494426059030875
2434,2014-06-02,136.300003,104100,0.0038151429827921746,0.019589126494736764,0.04123253761043566,0.057446821919732605
2435,2014-06-03,136.820007,63900,-0.0005116722439577615,0.014179125133358506,0.03603269074529436,0.051673670795821414
2436,2014-06-04,136.75,58100,0.005850113345521102,0.018647188299817152,0.04438761974405847,0.05718469469835474
2437,2014-06-05,137.550003,89900,0.009014830773940385,0.01672121373926827,0.045292590796962795,0.041875644306601734
2438,2014-06-06,138.789993,77600,0.0012969811159222466,0.017652655980752163,0.045752621372349145,0.03134236054035955
2439,2014-06-09,138.970001,358400,-0.001511160671287537,0.021227581339658963,0.047708174082836896,0.03655466621173886
2440,2014-06-10,138.759995,74700,0.003891669209126203,0.021548033350678564,0.027241266475975356,0.02731340542351557
2441,2014-06-11,139.300003,89100,0.003948334444759505,0.02526923132944936,0.030868649730036335,0.014859956607466751
2442,2014-06-12,139.850006,149200,0.00993921301655143,0.028101486102188655,0.027815508281064938,0.02023587328269394
2443,2014-06-13,141.240005,142000,0.004814450410137061,0.027612530883158737,0.018054289930108824,0.004956081671053436
2444,2014-06-16,141.919998,607600,-0.0011978438725738227,0.025930158200819786,0.014374358996256387,0.015360823215344377
2445,2014-06-17,141.75,184400,0.007548550264550258,0.005573142857142832,0.016790158730158877,0.0012697918871251712
2446,2014-06-18,142.820007,165200,0.006721691310377809,0.0054614126996928025,0.007491891524693539,-0.0026607266585556566
2447,2014-06-19,143.779999,113300,0.009458895600632067,-0.00027816108136158313,0.005494561173282619,-0.007928780135824098
2448,2014-06-20,145.139999,220500,0.003169401978568409,-0.009301405603564739,-0.012608522892438412,-0.009576953352466222
2449,2014-06-23,145.600006,246100,-0.02101657193613027,-0.011263728931439898,-0.016895651776278164,-0.007005521689332883
2450,2014-06-24,142.539993,264300,0.007436600617764855,0.011154848309835375,0.010593588285078726,0.01529400945038617
2451,2014-06-25,143.600006,167600,0.0009749233575937488,0.0020194497763459385,-0.0073119983017271295,-6.970751797874541e-05
2452,2014-06-26,143.740005,120700,0.0003477667890718905,0.005774328448089339,-0.01648817251676049,-0.003200264254895502
2453,2014-06-27,143.789993,84600,0.0011823771352432733,-0.003338166933494424,-0.007719591446116891,-0.006676340821575866
2454,2014-06-30,143.960007,111500,0.0011808696286046416,-0.005696081968098232,-0.014031709514990442,-0.01347598572984221
2455,2014-07-01,144.130005,279300,-0.0016652049654756196,-0.0005550683218251695,-0.00020813847886846926,-0.03850692296860747
